Name,Type,Breed,Color,Sex,Size,Date Of Birth,Impound Number,Kennel Number,Animal ID,Intake Date,Outcome Date,Days in Shelter,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Intake Condition,Outcome Condition,Intake Jurisdiction,Outcome Jurisdiction,Outcome Zip Code,Count,Latitude,Longitude
*STELLA,DOG,GERM SHEPHERD/MIX,BLACK/BROWN,Spayed,LARGE,3/9/2011,K15-014665,DS77,A272661,6/29/2015,7/21/2015,22,STRAY,FIELD,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,SANTA ROSA,95403.0,1,38.51311,-122.75502
ROSIE,DOG,GERM SHEPHERD,BLACK/BROWN,Spayed,LARGE,6/19/2015,K15-016849,TRUCK,A331297,11/19/2015,11/19/2015,0,STRAY,FIELD,RETURN TO OWNER,FLD_IDTAG,HEALTHY,HEALTHY,COUNTY,COUNTY,95472.0,1,38.40179,-122.82512
,CAT,DOMESTIC SH,BLUE CREAM/CALICO,Female,SMALL,7/10/2013,K15-014865,VET,A324187,7/10/2015,7/13/2015,3,STRAY,FIELD,TRANSFER,SHELTER,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,COUNTY,95403.0,1,38.51311,-122.75502
,DOG,GREAT DANE,BR BRINDLE,Male,SMALL,,K22-041049,DS55,A410868,4/7/2022,4/15/2022,8,STRAY,FIELD,TRANSFER,CWOB,UNKNOWN,PENDING,SANTA ROSA,COUNTY,95407.0,1,38.41483,-122.72707
,CAT,DOMESTIC SH,BRN TABBY,Unknown,SMALL,,K17-023218,CS06,A351306,4/21/2017,4/25/2017,4,STRAY,COMM CAT,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,*WINDSOR,SANTA ROSA,95403.0,1,38.51311,-122.75502
*HELEN,CAT,DOMESTIC SH,ORG TABBY/WHITE,Spayed,SMALL,7/8/2020,K22-041908,CA02,A412371,7/8/2022,9/7/2022,61,CONFISCATE,FLD_EVICT,TRANSFER,HSSC,UNKNOWN,HEALTHY,SANTA ROSA,COUNTY,95407.0,1,38.41483,-122.72707
,DOG,CATAHOULA/MIX,TAN/WHITE,Male,SMALL,,K20-036427,DQ118,A399541,8/12/2020,8/22/2020,10,QUARANTINE,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,PENDING,COUNTY,COUNTY,95446.0,1,38.50204,-122.99739
*FREDDIE,DOG,CHIHUAHUA SH,TRICOLOR,Neutered,TOY,6/5/2011,K14-009154,DA12,A307630,6/5/2014,7/2/2014,27,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*CLOVERDALE,95425.0,1,38.8063,-123.01785
,CAT,DOMESTIC SH,BLACK/WHITE,Male,KITTN,4/22/2016,K16-018714,TRUCK,A336569,5/4/2016,5/4/2016,0,STRAY,VET_HOSP,TRANSFER,HSSC,HEALTHY,,*ROHNERT PARK,COUNTY,95407.0,1,38.41483,-122.72707
LILI,DOG,CHIHUAHUA SH,TAN,Spayed,TOY,1/17/2014,K15-014378,DA04,A322781,6/9/2015,6/23/2015,14,STRAY,PRIV_SHELT,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95401.0,1,38.45663,-122.72292
*JOEY,DOG,CHIHUAHUA SH,TAN,Neutered,TOY,10/3/2007,K14-011020,RECEIVING,A312264,9/27/2014,11/19/2014,53,STRAY,FIELD,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,*SONOMA,95476.0,1,38.29188,-122.45728
*RORY,CAT,DOMESTIC SH,GRAY TABBY,Neutered,KITTN,5/12/2017,K17-025067,WESTFARM,A356736,8/29/2017,9/17/2017,19,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95401.0,1,38.45663,-122.72292
BUBBA,DOG,PIT BULL/MIX,BROWN/BLACK,Neutered,LARGE,,K14-007905,DS68,A252691,2/27/2014,2/28/2014,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,RETURN TO OWNER,UNKNOWN,HEALTHY,COUNTY,SANTA ROSA,95405.0,1,38.44473,-122.68655
BABY,DOG,SCHNAUZER MIN/MIX,BLACK/TAN,Spayed,PUPPY,8/19/2014,K14-010383,DA47,A310364,8/20/2014,10/31/2014,72,STRAY,BORN_HERE,ADOPTION,INTERNET,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401.0,1,38.45663,-122.72292
SYMPHONY,CAT,DOMESTIC SH,GRAY TABBY/WHITE,Spayed,SMALL,7/24/2018,K18-030713,CA03,A380806,11/24/2018,11/27/2018,3,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95405.0,1,38.44473,-122.68655
SCRAPPY,DOG,GERM SHEPHERD/MIX,TAN/BROWN,Neutered,LARGE,3/9/2007,K16-021782,DS86,A200994,12/3/2016,12/8/2016,5,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407.0,1,38.41483,-122.72707
NOVA,DOG,SIBERIAN HUSKY,WHITE/BLACK,Spayed,MED,7/21/2014,K18-027549,DS66,A331659,3/14/2018,3/15/2018,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403.0,1,38.51311,-122.75502
HSSC ID #28090,CAT,DOMESTIC SH,GRAY TABBY,Unknown,KITTN,9/26/2022,K22-042639,HSSC,A413426,9/27/2022,9/27/2022,0,STRAY,PHONE,TRANSFER,HSSC,UNKNOWN,PENDING,COUNTY,COUNTY,95407.0,1,38.41483,-122.72707
BUTTERNUT,CAT,DOMESTIC SH,ORG TABBY,Neutered,SMALL,1/26/2017,K17-026788,CI02,A366429,12/23/2017,12/26/2017,3,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,TREATABLE/MANAGEABLE,*WINDSOR,*WINDSOR,95492.0,1,38.54938,-122.81321
MI-DEL,CAT,DOMESTIC SH,ORG TABBY,Neutered,KITTN,5/1/2020,K20-036020,TX,A398037,6/19/2020,9/16/2020,89,STRAY,PHONE,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95409.0,1,38.46417,-122.67071
*BROCK,CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,5/13/2017,K17-024374,LOBBY,A355217,7/13/2017,8/3/2017,21,STRAY,FIELD,ADOPTION,REFERRAL-O,TREATABLE/REHAB,HEALTHY,COUNTY,*ROHNERT PARK,94928.0,1,38.34246,-122.71181
FREDERICA,CAT,DOMESTIC MH,BRN TABBY/WHITE,Spayed,SMALL,5/17/2012,K22-041355,CS05,A411503,5/17/2022,7/5/2022,49,STRAY,PHONE,TRANSFER,WE CARE,UNKNOWN,PENDING,COUNTY,OUT OF COUNTY,94574.0,1,38.5061,-122.47168
BRODY,DOG,PARSON RUSS TER/MIX,TAN,Neutered,MED,12/4/2014,K15-015302,DA46,A324986,8/7/2015,8/21/2015,14,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95404.0,1,38.43807,-122.71247
LOLI,DOG,CHIHUAHUA SH,WHITE/BROWN,Spayed,TOY,8/31/2010,K19-033145,TRUCK,A267380,7/30/2019,7/31/2019,1,STRAY,VET_HOSP,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95401.0,1,38.45663,-122.72292
DUNCAN,DOG,CHIHUAHUA SH,TRICOLOR,Neutered,SMALL,5/31/2003,K17-023688,DS69,A353400,5/30/2017,5/31/2017,1,CONFISCATE,FLD_HOSPTL,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401.0,1,38.45663,-122.72292
FRANK,DOG,PIT BULL,BLACK/WHITE,Neutered,LARGE,7/28/2011,K14-007493,DQ109,A302097,1/28/2014,2/4/2014,7,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,COUNTY,COUNTY,95401.0,1,38.45663,-122.72292
ZENA,DOG,AKITA/CHOW CHOW,BLACK/GRAY,Male,MED,9/12/2002,K16-018613,DS93,A326921,4/25/2016,4/26/2016,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WALKIN,HEALTHY,HEALTHY,*WINDSOR,*WINDSOR,95492.0,1,38.54938,-122.81321
PARKER,DOG,GERM SHEPHERD/WELSH CORGI CAR,BLACK/TAN,Neutered,MED,3/24/2016,K17-024075,DS69,A352820,6/22/2017,6/24/2017,2,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,COUNTY,95472.0,1,38.40179,-122.82512
CAIRO,DOG,PIT BULL,BLACK/WHITE,Neutered,LARGE,2/23/2015,K16-021410,DQ107,A333253,11/1/2016,11/1/2016,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401.0,1,38.45663,-122.72292
*SHANIA,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,8/13/2019,K19-034557,LOBBY,A393709,11/13/2019,11/27/2019,14,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928.0,1,38.34246,-122.71181
BUBBA,DOG,PIT BULL,WHITE/BLACK,Neutered,MED,8/16/2019,K21-038101,DS81,A409120,3/21/2021,3/24/2021,3,CONFISCATE,FLD_HOSPTL,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95401.0,1,38.45663,-122.72292
TIBERIUS,DOG,RAT TERRIER/MIX,TRICOLOR,Neutered,SMALL,7/25/2016,K20-036788,DA48,A399192,9/19/2020,12/1/2020,73,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,VOLUNTEER,UNKNOWN,PENDING,COUNTY,SANTA ROSA,95405.0,1,38.44473,-122.68655
,CAT,DOMESTIC SH,BLACK,Unknown,SMALL,,K16-018236,TRUCK,A334951,3/28/2016,3/28/2016,0,OWNER SURRENDER,FIELD,ESCAPED/STOLEN,IN KENNEL,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,28730.0,1,35.51463,-82.39709
WALLY,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,,K18-030881,CS05,A381850,12/11/2018,12/11/2018,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95401.0,1,38.45663,-122.72292
GUNNER,DOG,AMER BULLDOG,WHITE/BROWN,Neutered,LARGE,6/23/2012,K17-025872,DQ111,A290079,10/17/2017,10/17/2017,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,TREATABLE/MANAGEABLE,COUNTY,*HEALDSBURG,95448.0,1,38.61064,-122.86883
BENJI,DOG,PIT BULL/MIX,BR BRINDLE,Neutered,MED,3/16/2021,K22-041137,DS67,A411037,4/16/2022,4/16/2022,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401.0,1,38.45663,-122.72292
OSO,DOG,GERM SHEPHERD/MIX,GOLD,Neutered,LARGE,7/9/2018,K19-031335,DS57,A384113,1/31/2019,2/9/2019,9,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,HEALTHY,COUNTY,COUNTY,95476.0,1,38.29188,-122.45728
,CAT,SIAMESE/MIX,LILAC PT,Female,KITTN,6/27/2022,K22-042980,HSSC,A413945,10/27/2022,10/27/2022,0,STRAY,EMAIL,TRANSFER,HSSC,UNKNOWN,PENDING,COUNTY,COUNTY,95407.0,1,38.41483,-122.72707
MUNECA,DOG,COCKER SPAN,BLACK/WHITE,Female,SMALL,,K16-017655,DS73,A332587,1/31/2016,2/19/2016,19,STRAY,FIELD,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,COUNTY,COUNTY,95476.0,1,38.29188,-122.45728
HOPE,DOG,LABRADOR RETR,BLACK,Spayed,LARGE,10/19/2011,K16-021128,DS88,A343402,10/11/2016,10/19/2016,8,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95401.0,1,38.45663,-122.72292
*PIXIE,CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,SMALL,1/19/2021,K21-040364,CS05,A408543,1/19/2022,2/2/2022,14,OWNER SURRENDER,OVER THE COUNTER_OWNED,TRANSFER,EBSPCA,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94805.0,1,37.93787,-122.33043
ACK ACK,DOG,PIT BULL/MIX,BROWN/WHITE,Male,LARGE,5/1/2011,K14-011033,DS72,A291883,9/28/2014,9/30/2014,2,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,*ROHNERT PARK,SANTA ROSA,95405.0,1,38.44473,-122.68655
TAQUITO,DOG,CHIHUAHUA LH,TRICOLOR/WHITE,Neutered,SMALL,12/2/2008,K20-036133,TRUCK,A242054,7/4/2020,7/4/2020,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,SANTA ROSA,95407.0,1,38.41483,-122.72707
FAYE,DOG,GERM SHEPHERD/MIX,BLACK/BROWN,Female,LARGE,3/4/2018,K20-035454,DS81,A396402,2/25/2020,3/4/2020,8,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,*PETALUMA,94952.0,1,38.23262,-122.64426
JASPER,DOG,BORDER COLLIE/MIX,BLACK/WHITE,Neutered,PUPPY,10/14/2014,K15-012508,DA10,A316061,1/22/2015,1/30/2015,8,STRAY,VET_HOSP,ADOPTION,INTERNET,HEALTHY,HEALTHY,COUNTY,*WINDSOR,95492.0,1,38.54938,-122.81321
BLACKY,DOG,ALASKAN HUSKY/MIX,TRICOLOR,Male,LARGE,,K20-037339,DS75,A401422,11/16/2020,11/18/2020,2,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95404.0,1,38.43807,-122.71247
,CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,5/2/2015,K15-014717,CS06,A323926,7/2/2015,7/15/2015,13,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,HEALTHY,HEALTHY,*WINDSOR,*WINDSOR,95492.0,1,38.54938,-122.81321
MOE,DOG,GERM SHEPHERD/AUST SHEPHERD,BUFF/WHITE,Neutered,MED,5/9/2017,K22-041300,DA26,A411371,5/4/2022,5/14/2022,10,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_ARREST,UNKNOWN,PENDING,SANTA ROSA,OUT OF COUNTY,94546.0,1,37.69469,-122.08529
,CAT,DOMESTIC SH,BLACK/WHITE,Unknown,KITTN,,K15-016411,SMM,A328380,10/15/2015,10/20/2015,5,STRAY,COMM CAT,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403.0,1,38.51311,-122.75502
DIXIE,DOG,CHIHUAHUA LH/MIX,BLACK/TAN,Spayed,SMALL,1/19/2013,K16-017323,DA05,A331526,1/4/2016,1/22/2016,18,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409.0,1,38.46417,-122.67071
BUBBA,DOG,PIT BULL/MIX,BLACK,Neutered,PUPPY,,K20-035309,DS52,A396093,2/10/2020,2/11/2020,1,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_ARREST,UNKNOWN,PENDING,COUNTY,COUNTY,95403.0,1,38.51311,-122.75502
GINGER,DOG,LABRADOR RETR/MIX,TAN,Spayed,MED,5/1/2012,K22-041239,DS60,A411289,4/28/2022,11/5/2022,191,CONFISCATE,FLD_CRUEL,TRANSFER,PUPPY RESC,UNKNOWN,HEALTHY,COUNTY,OUT OF COUNTY,75009.0,1,33.32404,-96.78662
MIA,DOG,CHIHUAHUA SH,TAN,Spayed,SMALL,10/19/2016,K20-035895,DA24,A397737,6/3/2020,6/3/2020,0,STRAY,VET_HOSP,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95404.0,1,38.43807,-122.71247
*HAILEY,DOG,PARSON RUSS TER/MIX,WHITE/BROWN,Spayed,SMALL,6/25/2011,K14-009612,DA04,A308167,7/2/2014,7/26/2014,24,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*CLOVERDALE,95425.0,1,38.8063,-123.01785
*BITSY,DOG,CHIHUAHUA SH/MIX,BLACK,Spayed,SMALL,10/23/2019,K19-034454,LOBBY,A393560,11/7/2019,12/24/2019,47,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,DOGWOOD,TREATABLE/REHAB,TREATABLE/MANAGEABLE,*WINDSOR,SANTA ROSA,95403.0,1,38.51311,-122.75502
CLEO,DOG,GERM SHEPHERD,TAN/BLACK,Spayed,LARGE,,K17-026641,DS53,A361064,12/12/2017,12/12/2017,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95403.0,1,38.51311,-122.75502
CASEY,CAT,SIAMESE/MIX,SEAL PT/WHITE,Spayed,SMALL,4/21/2017,K18-027310,CA02,A368886,2/16/2018,3/8/2018,20,STRAY,FIELD,ADOPTION,REFERRAL-O,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401.0,1,38.45663,-122.72292
PATTY,DOG,BORDER COLLIE/MIX,RED/WHITE,Female,MED,12/4/2009,K14-011948,TRUCK,A314596,12/4/2014,12/4/2014,0,STRAY,VET_HOSP,RETURN TO OWNER,FLD_IDTAG,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95405.0,1,38.44473,-122.68655
MAZAKEEN,CAT,SIAMESE/MIX,LYNX PT,Spayed,KITTN,10/17/2016,K16-021933,LOBBY,A346402,12/17/2016,1/6/2017,20,OWNER SURRENDER,FIELD,ADOPTION,INTERNET,TREATABLE/REHAB,HEALTHY,COUNTY,*PETALUMA,94952.0,1,38.23262,-122.64426
CHAVALITA,DOG,MIN PINSCHER/MIX,BLACK/TAN,Spayed,SMALL,5/28/2013,K15-016770,DS53,A329639,11/12/2015,11/28/2015,16,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,COUNTY,COUNTY,95476.0,1,38.29188,-122.45728
JAX,DOG,GERM SHEPHERD,BLACK/BROWN,Neutered,LARGE,3/3/2015,K15-016664,DA19,A329438,11/3/2015,11/14/2015,11,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,94931.0,1,38.32345,-122.70821
KARMA,DOG,PIT BULL,FAWN/WHITE,Spayed,LARGE,1/26/2012,K16-020589,DA06,A275190,9/2/2016,9/10/2016,8,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,COUNTY,COUNTY,95446.0,1,38.50204,-122.99739
,CAT,DOMESTIC SH,WHITE/BROWN,Unknown,KITTN,4/28/2021,K21-038638,RECEIVING,A405075,5/28/2021,5/28/2021,0,STRAY,PHONE,TRANSFER,HSSC,UNKNOWN,,SANTA ROSA,COUNTY,95407.0,1,38.41483,-122.72707
DIXIE,DOG,MALTESE/MIX,WHITE,Spayed,SMALL,8/1/2011,K14-008652,DS49,A302543,4/30/2014,5/2/2014,2,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*SEBASTOPOL,95472.0,1,38.40179,-122.82512
AMARA,DOG,POMERANIAN/MIX,BUFF,Spayed,SMALL,8/1/2015,K17-024434,DA01,A355663,7/17/2017,8/1/2017,15,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,*ROHNERT PARK,94928.0,1,38.34246,-122.71181
JEDI,DOG,GREAT PYRENEES/CATAHOULA,BR BRINDLE,Neutered,PUPPY,11/26/2015,K16-017598,DA44,A332415,1/26/2016,2/9/2016,14,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401.0,1,38.45663,-122.72292
DESTINY,DOG,PAPILLON,BROWN/WHITE,Spayed,TOY,3/29/2008,K18-030673,DS85,A289926,11/20/2018,12/17/2018,27,STRAY,FIELD,TRANSFER,MUTTVILLE,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,OUT OF COUNTY,94103.0,1,37.77672,-122.40779
SAMMY,DOG,BERNESE MTN DOG/MIX,BLACK/BROWN,Neutered,LARGE,6/3/2013,K19-032128,TRUCK,A309226,5/6/2019,5/6/2019,0,STRAY,FIELD,RETURN TO OWNER,FLD_LIC,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95403.0,1,38.51311,-122.75502
BAILEY,DOG,PARSON RUSS TER/MIX,WHITE/BROWN,Spayed,SMALL,6/24/2012,K18-028116,DA03,A337973,5/3/2018,6/5/2018,33,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403.0,1,38.51311,-122.75502
YOGI,DOG,PIT BULL,BLACK/WHITE,Neutered,MED,9/4/2008,K18-027089,DQ115,A343518,1/25/2018,1/26/2018,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,PENDING,COUNTY,SANTA ROSA,95407.0,1,38.41483,-122.72707
GOBLIN,DOG,PARSON RUSS TER,BLACK/WHITE,Neutered,SMALL,3/12/2016,K18-029178,DQ111,A374861,7/21/2018,8/1/2018,11,QUARANTINE,OVER THE COUNTER_STRAY,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,HEALTHY,COUNTY,COUNTY,95492.0,1,38.54938,-122.81321
*BEAU,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,7/1/2022,K22-042408,LOBBY,A413089,8/31/2022,9/24/2022,24,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95405.0,1,38.44473,-122.68655
HAIRY,DOG,PARSON RUSS TER/MIX,TAN,Male,SMALL,11/22/2016,K19-032029,DS78,A393876,4/24/2019,4/25/2019,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WALKIN,UNKNOWN,PENDING,COUNTY,*PETALUMA,94954.0,1,38.2581,-122.63753
*TATIANA,CAT,DOMESTIC SH,BLACK,Spayed,KITTN,4/19/2021,K21-039059,CA03,A405879,7/16/2021,8/17/2021,32,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,HSSC,UNKNOWN,HEALTHY,SANTA ROSA,COUNTY,95407.0,1,38.41483,-122.72707
*ANDY,CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,3/20/2016,K17-022916,CA02,A349273,3/25/2017,4/5/2017,11,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403.0,1,38.51311,-122.75502
CLARISA,CAT,DOMESTIC LH,GRAY/WHITE,Spayed,SMALL,,K14-007716,SMM,A302690,2/14/2014,2/25/2014,11,QUARANTINE,FLD_STRAY,RETURN TO OWNER,RETURN TO OWNER,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,*HEALDSBURG,*HEALDSBURG,95448.0,1,38.61064,-122.86883
JJ,DOG,CHIHUAHUA SH,WHITE,Male,SMALL,11/17/2013,K15-016823,DS49,A329720,11/17/2015,11/17/2015,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403.0,1,38.51311,-122.75502
BOOTS,CAT,DOMESTIC LH,BRN TABBY,Neutered,SMALL,9/4/2010,K19-031544,CA02,A256361,2/27/2019,3/7/2019,8,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95409.0,1,38.46417,-122.67071
BLACK BEAUTY,DOG,YORKSHIRE TERR,GRAY/WHITE,Female,SMALL,,K20-035447,DS58,A396385,2/24/2020,2/24/2020,0,STRAY,VET_HOSP,RETURN TO OWNER,FB OTHER,UNKNOWN,,SANTA ROSA,COUNTY,95401.0,1,38.45663,-122.72292
QUINTERO,DOG,ROTTWEILER,BLACK/TAN,Male,LARGE,11/8/2018,K21-037918,DS86,A401297,2/16/2021,2/18/2021,2,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_LETTER,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403.0,1,38.51311,-122.75502
*TANNER,DOG,GERM SHEPHERD/LABRADOR RETR,BUFF,Female,PUPPY,3/26/2019,K19-032811,DS94,A389137,7/1/2019,7/20/2019,19,STRAY,VET_HOSP,TRANSFER,NBAS,HEALTHY,HEALTHY,*WINDSOR,*PETALUMA,94952.0,1,38.23262,-122.64426
AMY,DOG,POODLE MIN,BLACK,Spayed,TOY,9/11/2004,K16-019098,DA20,A239073,6/1/2016,7/26/2016,55,STRAY,OVER THE COUNTER,TRANSFER,MUTTVILLE,TREATABLE/REHAB,HEALTHY,SANTA ROSA,OUT OF COUNTY,94103.0,1,37.77672,-122.40779
,CAT,DOMESTIC MH,GRAY TABBY,Unknown,KITTN,,K15-013349,RECEIVING,A319505,3/27/2015,3/27/2015,0,STRAY,FIELD,TRANSFER,HSSC,HEALTHY,HEALTHY,COUNTY,COUNTY,95407.0,1,38.41483,-122.72707
BELLA,DOG,GERM SHEPHERD/LABRADOR RETR,BLACK/TAN,Spayed,LARGE,10/1/2007,K14-011053,DS71,A312356,9/30/2014,10/1/2014,1,TRANSFER,VET_HOSP,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,*WINDSOR,SANTA ROSA,95409.0,1,38.46417,-122.67071
DUFFY,DOG,CHIHUAHUA SH/MIX,WHITE/TAN,Male,SMALL,,K18-029177,DQ112,A374855,7/20/2018,7/31/2018,11,QUARANTINE,FIELD_RETURN TO OWNER,RETURN TO OWNER,OVER THE COUNTER_NOTICE,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95401.0,1,38.45663,-122.72292
*BREE,CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,7/24/2017,K18-030154,CA02,A374632,10/9/2018,11/24/2018,46,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,OUT OF COUNTY,95428.0,1,39.79311,-123.24817
REMINGTON,DOG,DUTCH SHEPHERD/MIX,BRN MERLE,Neutered,PUPPY,8/10/2019,K19-034086,DA11,A392173,10/10/2019,10/15/2019,5,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,PENDING,COUNTY,COUNTY,95439.0,1,38.49634,-122.77009
